,0,1,2,3,4
65,660.0,79.0402124430956,74.58270106221548,0.0,0.015625
66,670.0,79.30576631259484,74.65857359635811,0.015625,0.0
67,680.0,79.81790591805766,75.64491654021245,0.015625,0.0
68,690.0,79.7040971168437,75.72078907435508,0.015625,0.0
69,700.0,79.9886191198786,75.72078907435508,0.015625,0.0
70,710.0,80.14036418816389,76.25189681335357,0.015625,0.0
71,720.0,80.21623672230652,76.32776934749621,0.015625,0.0
72,730.0,80.21623672230652,76.32776934749621,0.0,0.0
73,740.0,80.38694992412746,76.40364188163885,0.015625,0.0
74,750.0,81.03186646433991,76.85887708649469,0.0,0.0
75,760.0,81.27845220030349,77.01062215477997,0.015625,0.0
76,770.0,81.20257966616084,76.93474962063733,0.0,0.0
77,780.0,81.31638846737481,76.85887708649469,0.0,0.0
78,790.0,81.31638846737481,76.85887708649469,0.0,0.0
79,800.0,81.31638846737481,76.85887708649469,0.0,0.0
80,810.0,81.48710166919575,76.93474962063733,0.0,0.0
81,820.0,81.94233687405159,77.38998482549317,0.0,0.0
82,830.0,81.86646433990894,77.31411229135054,0.0,0.0
83,840.0,82.35963581183611,77.99696509863429,0.0,0.0
84,850.0,82.47344461305008,78.30045523520485,0.0,0.0
85,860.0,82.53034901365706,78.45220030349014,0.015625,0.0
86,870.0,82.64415781487102,78.3763277693475,0.0,0.0
87,880.0,82.85280728376327,78.67981790591806,0.0,0.0
88,890.0,82.90971168437025,78.83156297420334,0.0,0.0
89,900.0,83.00455235204855,78.83156297420334,0.0,0.0
90,910.0,83.15629742033383,78.98330804248862,0.015625,0.0
91,920.0,83.21320182094082,79.1350531107739,0.0,0.0
92,930.0,83.15629742033383,78.98330804248862,0.0,0.0
93,940.0,83.19423368740516,79.21092564491654,0.0,0.0
94,950.0,83.11836115326253,79.1350531107739,0.0,0.0
95,960.0,83.19423368740516,79.21092564491654,0.0,0.0
96,970.0,83.47875569044007,79.59028831562975,0.0,0.0
97,980.0,83.32701062215479,79.43854324734446,0.0,0.0
98,990.0,83.40288315629742,79.5144157814871,0.0,0.0
99,1000.0,83.4597875569044,79.66616084977238,0.0,0.0
100,1450.0,89.16919575113809,85.66009104704098,0.03125,0.0
101,1900.0,92.14719271623673,88.92261001517451,0.015625,0.0
102,2350.0,93.39908952959028,90.74355083459787,0.0,0.0
103,2800.0,94.53717754172989,91.88163884673747,0.0,0.0
104,3250.0,95.31487101669197,92.94385432473445,0.03125,0.0625
105,3700.0,96.16843702579666,93.70257966616084,0.0,0.015625
106,4150.0,97.05993930197269,94.68892261001517,0.015625,0.0
107,4600.0,97.32549317147192,95.14415781487102,0.0,0.0
108,5049.0,97.70485584218514,95.52352048558423,0.0,0.03125
109,5049.0,97.70485584218514,95.52352048558423,0.015625,0.0
110,5049.0,97.70485584218514,95.52352048558423,0.015625,0.015625
111,5049.0,97.70485584218514,95.52352048558423,0.015625,0.0
112,5049.0,97.70485584218514,95.52352048558423,0.015625,0.015625
113,5049.0,97.70485584218514,95.52352048558423,0.03125,0.015625
114,5049.0,97.70485584218514,95.52352048558423,0.0,0.015625
115,5049.0,97.70485584218514,95.52352048558423,0.0,0.015625
116,5049.0,97.70485584218514,95.52352048558423,0.0,0.015625
117,5049.0,97.70485584218514,95.52352048558423,0.015625,0.0
118,5049.0,97.70485584218514,95.52352048558423,0.0,0.015625
119,5049.0,97.70485584218514,95.52352048558423,0.015625,0.03125
